Benedict Cumberbatch,"Although he has a good heart, Strange has shown to get easily annoyed and frustrated with everyone around him, especially his friends and allies, as he can be harsh and would lose his temper with them at times. Also, Strange has let his pride get the better of him, as he would place the blame on others instead of taking responsibility for his actions and mistakes. This is shown when Strange blamed Palmer, West and other doctors for ruining his life because he wouldn't accept the fact that the car accident was caused by his carelessness and lack of regard for his safety, and Parker for botching up the spells that was meant to help restore his secret identity as Spider-Man, even though they were both to blame for the incident. Also, Strange can sound heartless whenever he was upset and doesn't listen to reason, even when his friends or allies call him out for his behavior, as seen when he wasn't fazed when Parker told him to have a heart. However, despite his annoyances, frustration and pride, Strange does understand that those around him had good intentions and their hearts were in the right place. Also, Strange would make an honest effort in making amends for his actions and mistakes, especially if he realized how badly he messed up, hurt and pushed those he cares about away."
Benedict Cumberbatch,"After taking his talk with the Ancient One to the heart, Strange showed strong selflessness, as seen during his battle with Dormammu, allowing himself to be killed over and over in order to keep Dormammu trapped in the time loop so mankind could live and let go of his fear of failure. Also, through the alternate Palmer's encouragement, Strange decided to put his other fears behind him, although he would always have his fear of losing those who are closes to him. However, despite demonstrating tremendous maturity, Strange does maintains some of his old habits such as making sarcastic comments and jokes when talking to others, similar to Iron Man and Peter Quill. He also retains his meticulous and diligence by forming a watchlist of individuals that might pose a threat to Earth, such as Loki."
Benedict Cumberbatch,"Strange's imagination and intellect have given him a vastly flexible personality, so much so the Ancient One could never see exactly what his future would be, only possible paths he would take. Due to his inquisitiveness, Strange is easily able to adapt and teach himself light years ahead of even experienced sorcerers like Mordo and Kaecilius. Once he started to get the hang of his sorcery studies, he began to teach himself and was able to learn at an accelerated rate. Also, through his intelligence, Strange is able to imagine unorthodox solutions to problems, even when he lacked experience of using powerful magical relics. After his car crash, Strange's hands suffered from constant shaking, but it faded overtime, due to his training as a sorcerer. Strange even refused to direct magic into his body to heal his hands like Jonathan Pangborn did with his legs, presumably to be reminded of his mistakes in the past that led him to leave his old life as a neurosurgeon behind and the beginning of his new one as a sorcerer/superhero."
Benedict Cumberbatch,"Shere Khan is known throughout the entire jungle as a tiger without mercy as well as being ruthless, sadistic, psychopathic, arrogant, hateful, power-hungry, and hypocritical, who mainly kills for his own pleasure instead of survival. His most defining personality trait is his unbounded hatred towards mankind, possibly due to a previous encounter with them, and was willing to break the law of the jungle to satisfy his thirst for their blood. He always makes grand gestures about the ever-changing nature of the jungle, ranting to Akela how he allowed the man to live among the inhabitants. However, he was also incapable to think that perhaps he was also one of the reasons that the humans are cruel towards their environment."
Benedict Cumberbatch,"ike his previous versions, The Grinch started out as a cranky, grumpy, solitary, and selfish creature who likes to bully and antagonize the citizens of Whoville whenever he can. He takes some sadistic pride in his work, sees an artistry and style to being generally mean and nasty."
Benedict Cumberbatch,"However, deep down, he has a soft spot as he shows to his dog Max and a select few individuals that manage to appeal to it under his rough exterior."
Benedict Cumberbatch,"After learning the true meaning of Christmas, he redeemed himself and realize that he wasn't alone anymore, because of Cindy Lou's kindness."
Chris Evans,"Considered by many as the world's first and greatest superhero, Steve Rogers has been defined by his courage, patriotism, and righteousness. Rogers has always had a noble and honest spirit, intolerant towards injustice and abuses of power. Since he grew up weak and small, he learned on his own that true strength is having the courage to fight against abuse, no matter one's power, and having compassion for the innocent. Despite being transformed into a perfect human by the Super Soldier Serum, he maintained his original values and character. Since his reawakening, Rogers was saddened by losing so much of his time, but still retains the same values he had since the 1940s. Due to his famed past exploits and his continued works to save the world, Rogers is generally respected by many; even if he doesn't seek acknowledgment for his deeds. He was also very empathetic; being able to understand and relate to both Wamda and Pietro Maximoff before meeting them and understanding Tony Stark's motivation during the Avengers Civil War, despite Iron Man being on the opposing side. He also conceded that Stark had very good reasons not to join the Time Heist and openly said he was happy that his friend had finally found the peace that he'd so desperately wanted."
Chris Evans,"What separates Steve Rogers from the other Avengers is two things: his humanity and morality. Steve Rogers is an extremely dedicated person. Despite originally being physically weak and small, and rejected many times due to his frail health, he still tried to enlist in the Army during World War II. Steve tried to be of service to his country in whatever way he was allowed; even when his talents were wasted when he was ordered to inspire the American soldiers and support the war effort by starring in propaganda. When he heard that the 107th battalion, including Barnes, was captured in a nearby HYDRA facility, Rogers disobeyed his superior's orders and went behind enemy lines in an apparent suicide mission and rescued them. Rogers finds the courage to defend the weak and innocent, and does not hesitate to stand up to corrupt politicians, hypocritical authority figures, powerful beings like Loki, or even the nearly omnipotent Thanos. His determination also aids him, giving him a boost in physical power to allow him to hold off beings of much greater strength, with this even allowing him to survive against Thanos. A true hero, Rogers is more than willing to sacrifice himself to protect others and does not care if he is considered the villain in his heroic job, as his desire to protect the innocent remained as strong as ever, even after he was deemed a criminal. Though he refused to give up in the immediate aftermath of the Snap, following the disastrous Ambush on Thanos, even Rogers conceded defeat. When Scott Lang returned however, Rogers quickly got his fighting spirit back, being the first to support Scott's plan. The true extent of his determination and selfless heroism was fully exemplified when he finally proved himself worthy to wield Mj������lnir. Amusingly however, when facing off with his past self, Rogers actually seemed annoyed by his own she"
Chris Evans,"Captain America's uncompromising sense of morality and selflessness often puts him at odds with Tony Stark, who is more comfortable with a grey morality to protect people. This has led to several moments of bickering, arguments, and almost physical fights over the direction of the Avengers in how to protect people. This difference in attitude, reached a head in the Avengers Civil War, where Tony sought to compromise with governments who were increasingly intolerant with collateral damage, while Rogers refused to do so, believing it would inhibit the Avengers' response time, eventually causing him to become a fugitive. Rogers nevertheless still cared for Tony and did not desire for them to fight, as he pleaded with Tony to stop attacking Bucky, as the latter did it without having control and did not kill him after beating him, even going as far as to send him a letter to apologize and a phone so Stark can contact him. He was visibly ashamed when Tony demanded him to tell the truth of his parents' death, and felt enough sympathy and remorse for keeping the truth hidden that he relinquished his shield and returned it to the Stark family. Two years later, after much of the anger between the two factions of Avengers had died down, Rogers outright referred to Iron Man as Earth's ""best defender,"" even joking that he himself was a poor substitute emphasizing the respect he maintained for Tony."
Chris Evans,"While Captain America's sense of duty exceeds his personal feelings, his sense of loyalty is difficult to surpass. After realizing the Winter Soldier was his long thought to be a dead best friend, he only fought him to disable HYDRA's Helicarriers. However, once the Helicarriers were destroyed, he immediately stopped fighting the Winter Soldier in an attempt to reason with him and help him remember their friendship. This reached its apex in the Avengers Civil War, where Steve steadfastly refused to give up on Bucky, which caused the Avengers to fracture along with more than half their number to become fugitives."
Chris Evans,"Since being defrosted by S.H.I.E.L.D., Steve was lost in a world he no longer knew. America had changed; though technology had greatly advanced, humane morals were constantly being compromised in favor of political expediency. To make matters worse, most of the people he loved from his past were gone, or greatly aged. Even while working with S.H.I.E.L.D. and the Avengers, Steve still had no real life outside of being a soldier. Steve did not know how to belong and strives to uphold his code of honor in this new complicated world. Although he eventually reunited with both Peggy and Bucky, Steve was still a ""man out of time."" However, after the battle against Ultron, Steve finally realized that he was no longer the man he was before he was frozen. Hence, Steve decided to focus his life on just helping people, taking a permanent role as the leader of the second incarnation of the Avengers."
Chris Evans,"He is very protective of his friends from his past, especially Bucky Barnes, and is willing to go to great lengths to save them, being susceptible to emotional and violent acts to fulfill his goal. He seems to have developed a trust and attraction towards Sharon Carter. During his time with the new team of Avengers, he developed a trust and bond with Black Widow. He also embraces links to his own time, often seeing much of Howard Stark in Tony. He is also very selfless and is willing to risk his life for his teammates, such as when he jumped in to save Black Widow from Proxima Midnight, without knowing he would be strong enough to hold back her spear."
Chris Evans,"He does have a darker side, however, with Ultron noting that Rogers had been a soldier for so long, he subconsciously craved conflict and battles to avoid a civilian life and being forced to confront all he lost. Indeed, his worst nightmare, caused by Maximoff. Maximoff, was shown to be the end of the war, with people not needing him anymore, leaving him with one hollow realization: everyone whom he had ever loved was gone, and he was alone. Overall, Rogers is a selfless person but one with a notable blind spot: his childhood friend Bucky Barnes. The last living link to his time, Rogers was willing to do everything to protect him, going so far as to abandon his role as leader of the Avengers and a team player. When Tony called Rogers out on failing the role of Captain America, at the end of their fight during the Avengers Civil War, Rogers abandoned his shield and with it, the identity of ""Captain America,"" heeding Tony's point. Even years later, he had made no efforts to reclaim the moniker allowing his uniform to darken and removing the American stars that had once adorned it."
Chris Evans,"Rogers has a strong dislike for agencies or groups that express control over the individual, due to having fought vigorously for his nations' freedom and losing the world he knew for that very reason. This dislike extends to groups of any ideology be they HYDRA, S.H.I.E.L.D., or even America's own government. Rogers himself admits that the Howling Commandos committed less than moral actions during World War II, but it was for the basis that people could be free, whereas Project Insight was using fear to dissuade a national security risk before it happens, eliminating the need for a soldier like himself and taking away the American people's freedom. The desire for free will heavily influenced Rogers' opinion on the Sokovia Accords. He strongly believed that the extravagant politics involved would restrict (or at least hinder) the Avengers' efforts to protect innocent people, putting him at odds with the very pragmatic Tony Stark on the issue. His opinion on such groups lessened, when the Joint Counter Terrorist Centre locked up Barnes in a cage. In the end, such was his dislike that he cut all ties with them and became a fugitive after the Avengers Civil War. While he still retains his desire to protect the innocent, he has no desire to be re-acknowledged as a superhero and does not care about the opinions of government bodies, as he coldly told Thaddeus Ross that he did not care if the latter disapproves of him and even went as far as to say he would not hesitate to fight him if he got in his way."
Ginnifer Goodwin,"Judy is fiercely optimistic and independent. Since childhood, she had harbored a dream to become a police officer, to make the world a better place. She cares for the well-being of others, and is always willing to extend a helping hand."
Ginnifer Goodwin,"Due to being a rabbit, a species not known for being police officers, Judy faced continuous doubt from those around her, from her parents to local bullies. Nevertheless, she used this doubt as a means to increase her determination; she believed in the importance of always trying and making an effort to reach her goals, one of which was to eventually become a police officer of Zootopia, a city where predator and prey supposedly live together in peace and harmony, believing she will be quickly accepted amongst her peers. Unfortunately, she was too idealistic in this regard and found herself unprepared when facing the reality that city had both positive and negative aspects including prejudice, stereotyping, and profiling."
Ginnifer Goodwin,"Unfortunately, Judy's fierce determination, at times, causes her to be overconfident and impulsive. She is shown to leap into action without always taking the time to fully think things through. This leads her to: abandon her post on parking duty to pursue Duke Weaselton into Little Rodentia causing considerable mayhem; almost get herself fired by taking on the Otterton case without permission; stake her career on being able to solve that case in 48 hours before learning that she has no resources; threaten to expose Mr. Big to his face which leads to him deciding to ice her and Nick; steal an entire train car full of evidence, rather than simply taking some key evidence to the ZPD. This leads to them nearly crashing into another train and ultimately destroying almost all the evidence."
Ginnifer Goodwin,"Despite the odds, Judy remains optimistic and determined, adapting herself to the environment of Zootopia and those around her to build up both the way she presents herself and pursue her goals. She is clever, kind, and resourceful, which proves to be her greatest asset. She tarnishes the stereotype of a ""dumb bunny"", being intelligent enough to outsmart professional con artist, Nick Wilde, several times. Months of training at the Zootopia Police Academy has also left her tactical, with an impressive amount of physical prowess. During times of chaos, she can quickly take charge of a situation by concocting an efficient plan on the spot, being daring enough to take dangerous chances, in order to potentially end the day victorious. More often than not, Judy comes out successful as a result of this."
Ginnifer Goodwin,"Judy believes that predators and prey should be treated equally and works to follow that belief. However, due to her childhood experience, having been bullied, attacked and injured by a fox, Judy harbors a degree of unconscious fear of predators (mainly foxes), such that while she is aware that predators don't pose a threat, there is a small part of her that does believe they could revert to their primitive savage ways."
Jack Black,"Po is usually easygoing, playful, and cocky like a big kid, as well as rather ""fanboyish"" when expressing his love for kung fu. In the first film, he is seen as a huge kung fu fan, owning posters and action figures of his favorite warriors, but is himself clumsy, portly, and having low self-confidence, only dreaming he could be a great warrior while feeling stuck in his unfulfilling life at his father's noodle shop. But when given the chance, he is all too eager to learn kung fu the hard way, enduring physical beatings and insults in hopes of changing who he is. After learning that ""there is no secret ingredient"", Po shows the inner strength to save the Valley of Peace by using his own skills and ingenuity and in the end becomes his own hero."
Jack Black,"Po possesses a kind and selfless nature, and is generally friendly and laid back. He also has a strong sense of justice, and is willing to risk his life to protect others. Though immature and oblivious in some situations, Po is able to take things seriously when it is called for, and is not hesitant to accept heavy responsibility���������at times taking on more than he can handle. He is also capable of learning things very quickly with the right motivation, as shown in the first film, and has memorized a vast amount of knowledge about kung fu, even being reliable enough to"
Jack Black,"Po also displays an action-craving attitude along with a natural affinity for humor, and isn't above acting clownish and dishing out quips, even making fun of himself, in order to entertain others. Imaginative and adventurous, he continues to act excitable and marvel over his heroes even after he has become the Dragon Warrior, at times leaving them embarrassed by his behavior. As Po tends to be less serious and disciplined than other masters, he also tends to think more outside the box, and will find different, creative ways to solve a problem if need be. Po has also broken some rules and traditions (as well as still having a habit of breaking physical things), though this is often unintentional. Po's lack of discipline and flippant personality often give him an unintentional advantage over his enemies, since, combined with his appearance, it causes them to disregard him or struggle to take him seriously, so they are often shocked when he proves to be a tenacious and incredibly skilled warrior."
Jack Black,"One of the recurring plot lines in the television series is Po's struggle to not let his title affect his ego. Throughout the series, he is shown to have many adoring fans and he welcomes the attention, occasionally to the point that it begins to negatively impact his duties or those around him. Despite this, he also possesses the self-awareness to realize when he has made a mistake, and is willing to accept responsibility for his actions."
Jack Black,"Though having grown more confident since becoming the Dragon Warrior, Po nevertheless has moments of intimidation and self-doubt. Even as he tries to talk tough, this boisterous behavior tends to become more comical than threatening, and is perhaps a front for the panda's insecurities. Despite this, Po does have a sense of dignity and defiance, as shown in the first film when he argued with Master Shifu as he tried to leave the palace, and in the second film when he argued with Tigress in order to seek out Shen."
Jack Black,"In the third film, as Po is continuously pushed to his limits, first by Shifu making him the Master of the Furious Five and then the arrival of Kai and subsequent defeat of most of his friends, as well as having found his biological father and having to please both him and Ping, Po finally starts to reveal how for all his light-heartedness and optimism, he is not without limits. While confident in his fighting ability, Po is forced to reflect inwardly and rely on his mind and spirit in order to fully understand himself and, therefore, master Chi. He approached the challenge enthusiastically and diligently, but displayed anger, frustration, and doubt when Li admitted to lying. Po was quick to forgive his father, and, quickly adapts to his circumstances to defeat Kai."
Jack Black,"Po has not only matured since his days before learning kung fu, but his unlikely triumph as the Dragon Warrior has changed those around him. Simple, good-natured, and fueled by determination, Po has never held grudges, not even against those who doubt him or treat him with contempt, and is selfless when it comes to protecting those in need, even being able to show compassion for his enemies. Po is much like the opposite of the foes he faces, such as Tai Lung, Shen, and Kai, in that he shows light-heartedness and humility instead of arrogance and desire for more power. It is these qualities, as well as his great respect for kung fu and his loving heart, that mark Po as the Dragon Warrior, able to defeat such villains when no one else could."
Laurence Fishburne,"Foster is an exceptional and intelligent scientist on par with Hank Pym enough for the latter to consider him his rival. He, however, resented Pym for his ego and attempt to fire him. From this point on, he develops a fierce hatred for Pym, deriding his egotistical nature and arrogance. Beyond this resentment for Pym, however, he's rather kind and affectionate, getting along quite well with Scott Lang upon meeting him and commenting on his size-increasing trials in the old days."
Laurence Fishburne,"It is later revealed that Foster deeply cares for Ava Starr, doing whatever he could to heal her of her condition. This love is so deep that he treats Starr like his own daughter, tolerating several of her more ruthless actions, and refused to leave her side, even when his life was at risk. Despite his love for her, Foster's tolerance for her actions has a limit; this is particularly seen when Starr suggested kidnapping Lang's daughter. Foster vehemently rejected the idea, going so far as to say if she laid one finger on her, he would no longer help her. Despite Starr's attempt to push him away, Foster could not turn his back to her and decided to go off the grid with her."
Laurence Fishburne,"Foster is shown to be a loyal and devoted friend, as it was his friendship with Elihas Starr that drove him to try to help Ava in the first place and having been good friends with Janet van Dyne, her and Elihas's fates being among the prominent reasons why he resented Hank, with Foster indicating that he had tried to persuade Janet to avoid being with Hank and regretting his failure that caused her seeming death, Foster, despite at first dismissing the potential that Janet would be ripped apart if he extracted her quantum energy, eventually came to hesitate doing so out of concern of what would happen to his former colleague at the last moment, worrying that Pym may have been correct about van Dyne being ripped apart by the process, and urged Starr to find another way. Even with all that had happened between him and Hank, Foster never wanted him dead, as he did not allow Ava to kill Hank in her search for more quantum energies and was concerned when Hank feigned a heart attack. They eventually achieved a reconciliation of sorts, as Foster came to trust that Hank would help in Ava's recovery after he had saved Janet."
Marion Cotillard,"An idealist, Sofia believes she can better the world through her work at Abstergo[4] and seeks to eradicate humanity's violent impulses using science and the Pieces of Eden. In doing so, she hopes to create a more peaceful society."
Marion Cotillard,"A hard working scientist above all, she could be quite distant at times and often disregarded giving credit to others, such as taking credit for the Animus 4.3 concept art conceived by Layla Hassan."
Marion Cotillard,"Her relationship with her father Alan Rikkin was difficult and estranged most of the time; where he sought to contain the Assassin threat, she only sought to contain violence itself."
Michael Fassbender,"Affected by the death of his mother, Callum grew up with a disdain for violence against women. On one occasion he killed a pimp, although such an action would lead to his eventual arrest and death sentence. Callum also initially had no interest in the Assassins' fight and opposed them out of spite for his father."
Michael Fassbender,"After several sessions in the Animus 4.3, Callum developed the Bleeding Effect and saw his ancestor Aguilar as a hallucinatory phantom. When Callum violently desycnhronized from an Animus session, he was left temporarily paralyzed from the waist down."
Michael Fassbender,"Callum's opinion about his father and later, Assassins, changed after he confronted Joseph about Mary's death in which the latter explained that he did what he had to do to prevent the Templars from claiming Aguilar's Apple of Eden (though it was Mary who forced his hand due to his moment of weakness, the same reason he couldn't kill his son). Initially siding with Templars in the search for the Apple of Eden in question, Callum soon understood what Joseph truly felt at the time when relieving the moment his ancestor Aguilar was forced to watch Maria dying during the Templars' betrayal. This, coupled with meeting phantoms of his parents along with those of his parents who inducted him into the Assassins, he eventually embraced his lineage and continued his parents and fellow Assassins' battle against Templars."
Michael Fassbender,"Erik has lived a troubled life, having felt mankind's cruelty not only as a mutant but also as a Jewish person. Erik was forced to watch as his people suffered under the horrors inflicted by the Nazis.[2] He is filled with hatred and anger mainly against Sebastian Shaw, who murdered his mother before his very eyes and forced Erik to experience horrendous tortures."
Michael Fassbender,"Magneto is absolutely devoted to the cause of protecting mutant kind, refusing to let mutants suffer a similar holocaust. Erik will protect his species at any cost, no matter how many human lives must be sacrificed.[2] His devotion to the cause and the fact that what he says about mankind is often true, many mutants have joined him over the years. He will even sacrifice his fellow mutants, if it will serve the cause, such as the pawns of the Brotherhood of Mutants and Mystique,[3] once he found out about the Sentinels.[4] However, despite his devotion, he refused to put his life on the line unless he had no other choice and was more than willing to sacrifice mutants if it would keep him out of harm's way, forcing Rogue to take his place in a machine that would kill its user and letting the ""pawns"" in his Brotherhood attack Alcatraz first, the former of which Wolverine called him out on saying if he was really righteous he would carry out his plan himself instead of endangering the life of a young girl."
Michael Fassbender,"Magneto firmly believes that humans and mutants are not capable of co-existing, and believes mutants to be superior and the next stage in evolution. This conflicts greatly with the beliefs of Professor X, to whom Magneto frequently argues that if action isn't taken to ensure mutants' survival then a holocaust similar to that which he lived through will happen (a fate which indeed came to pass by 2023). He is not, however, above working with the X-Men when the situation calls for it despite the X-Men fighting to protect his enemies in addition to mutants, and when at death's doorstep in 2023 admits that he regrets all the years that he and Charles spent fighting each other despite their difference in goals."
Michael Fassbender,"Magneto is completely accepting of any and all mutants, regardless of their abilities who they are, what they have done, and their past with him (with the exception of Sebastian Shaw, who started Erik on his dark path by murdering Erik's mother in front of him and then experimenting on him).[1] Erik loves the mutant kind and will never turn away a mutant who wishes to fight for mutant freedom alongside him. In spite of this, Magneto does not seem to truly hate humanity on a fundamental level; he has had relationships with at least two human women, Ms. Maximoff[4] (which, unknown to him, led to the birth of his son Quicksilver) and his wife, Magda, whom he loved dearly.[5] Rather, Magneto hates and fears what humanity can (and in the original timeline, does) do to mutant kind, having survived the holocaust, and he does not wish to see that happen again to his fellow mutants. He is fully aware how cruel humans can be and sees that mutants can be paralleled to the Jewish population under Nazi rule. However, he does view mutants and humans as two very distinct species and does not believe that coexistence is possible.[2][1] He has, however, attempted this as of the revised timeline, which leads to his family being killed, which may have further cemented this belief. He believed Charles is naive and foolish for believing humanity will not always oppress and segregate mutants.[5] It can be argued that Magneto's hatred towards humans can be all in defense of mutant kind."
Michael Fassbender,"Along with standard police training, Hole undertakes specialized training in interrogation techniques and firearms at the FBI. His problematic and often unsocial behavior, as well as his obsessive tendencies during investigations, brings him into repeated conflict with his superiors and some colleagues. Bjarne M������ller, head of the Oslo Police Department, often shields Hole from being fired, believing he is a brilliant detective and vital to certain investigations. This repeated protection results in Harry feeling loyal and close to M������ller. Other in the police department whom he comes to trust include as friends Beate L������nn and Bj������rn Holm (both in the forensics division), Katrine Bratt (a Bergen detective who helps secure specialist information), and Gunnar Hagen (Harry's former senior officer prior to Phantom). Hole's skills become renowned enough that he is considered a specialist, leading him to be sought for occasional consultation by author travels to Sydney, Australia to aid the Australian police (who refer to him as ""Harry Holy"").[1] In the second novel, Cockroaches, he is called to Thailand to investigate the murder of the Norwegian ambassador."
