Jack Black,"We've had some productions that were stressful, but this one ran very smoothly and DreamWorks is [sic] this production as a template on how they would like future productions to run. We lucked out, and there really was a sense of harmony on the animation. Even the production people. We all seemed like we were on the same page, believing in the film. That doesn't happen very often. I tell animators, you will be working on dumpers for most of your career, but every once in a while you get a gem. Kung Fu Panda was a gem."
Jack Black,"—Dan Wagner, Head of Character Animation.[17]"
Jack Black,"The hand-drawn animation sequence at the beginning of the film was made to resemble Chinese shadow puppetry.[18] The opening, which was directed by Jennifer Yuh Nelson and produced by James Baxter, was praised by The New York Times reviewer Manohla Dargis as ""striking"" and ""visually different from most mainstream American animations"".[19]"
Jack Black,"Other reviewers have compared the opening to the evocative style of Genndy Tartakovsky's Cartoon Network series Samurai Jack.[20][21] The rest of the film is modern computer animation, which uses bright, offbeat colors to evoke the natural landscape of China.[18] The end credit sequence also features hand-drawn characters and still paintings in the background.[18]"
Jack Black,"The computer animation used throughout the film was more complex than anything DreamWorks had done before. When the head of the production handed the script to VFX Supervisor Markus Manninen, she reportedly laughed and wished him ""good luck"". ""When we started talking,"" said Manninen, ""the movie was still a high concept. But for everyone that looked at it, it screamed complexity. We launched off by saying, how can you make this movie tangible? How can you find smart ways to bring this world to life in a way that makes it a great movie and not feel like the complexity becomes the driver of the story, but the story and the emotion being the driver?""[22] In preparation, the animators took a six-hour kung fu class.[23]"
Jack Black,"Producer Melissa Cobb said that originally Po was ""more of a jerk,"" but that the character changed after they heard Jack Black.[23] According to Black, he mostly worked ""in isolation"", although he and Dustin Hoffman did spend a day together, which Cobb said helped with the scene where their characters face off.[23] Lucy Liu said that the film ""was quite different because it was such a long process.""[24] Liu said that when she was presented with the project they already had artwork of her character as well as a ""short computerized video version of what she would look like when she moved.""[24]"
Jack Black,"The film held its world premiere at the 61st Cannes Film Festival on May 15, 2008,[25] where it received massive and sustained applause at the end of the film's screening.[26] Kung Fu Panda later had national premieres in IMAX in the US on June 1, 2008, at AMC & Regal Entertainment Group in Hollywood, Los Angeles, California,[27] and on June 26, 2008, at Leicester Square in London, for the UK.[28]"
Jack Black,"Kung Fu Panda was released on DVD and Blu-ray on November 9, 2008,[29] and on 3D Blu-ray on December 6, 2011, as a Best Buy exclusive.[30] The DVD double pack release of Kung Fu Panda also includes a short animated film Secrets of the Furious Five.[29] With 7,486,642 DVD units sold in 2008, Kung Fu Panda was the fourth highest-selling film and the first highest-selling animated film of 2008, right before WALL-E, which sold 7,413,548 units.[31] As of February 2010, 17.4 million home entertainment units were sold worldwide.[32]"
Jack Black,"The film topped the box office in its opening weekend, grossing $60.2 million for a $14,642 average from 4,114 theaters[33] and performing much better than analysts had been expecting.[34] It also was the highest-grossing opening for a non-sequel DreamWorks Animation film at the time.[34] In its second weekend, the film retreated 44% to second place behind The Incredible Hulk grossing $33.6 million for a $8,127 average from expanding to 4,136 theaters.[35] It closed on October 9, 2008, after 125 days of release, grossing $215.4 million in the United States and Canada and $416.3 million overseas for a worldwide total of $631.7 million.[3] Kung Fu Panda was the highest-grossing non-Shrek film from DreamWorks Animation in the United States and Canada before it was surpassed by How to Train Your Dragon in 2010.[36]"
Jack Black,"Rotten Tomatoes reported that 87% of 190 critics gave the film a positive review, with an average rating of 7.1/10. The website's critical consensus reads, ""Kung Fu Panda has a familiar message, but the pleasing mix of humor, swift martial arts action, and colorful animation makes for winning summer entertainment.""[37] Metacritic reported the film had an average score of 74 out of 100, based on 36 reviews.[38] Audiences polled by CinemaScore gave the film an average grade of ""A−"" on an A+ to F scale.[39]"
Jack Black,"Richard Corliss of Time Magazine gave Kung Fu Panda a positive review, stating the picture ""provides a master course in cunning visual art and ultra-satisfying entertainment"".[40] The New York Times said, ""At once fuzzy-wuzzy and industrial strength, the tacky-sounding Kung Fu Panda is high concept with a heart,"" and the review called the film ""consistently diverting"" and ""visually arresting"".[19] Chris Barsanti of Filmcritic.com commented, ""Blazing across the screen with eye-popping, sublime artwork, Kung Fu Panda sets itself apart from the modern domestic animation trend with its sheer beauty ... the film enters instant classic status as some of the most gorgeous animation Hollywood has produced since the golden age of Disney.""[41] Michael Phillips of the Chicago Tribune called the film ""one of the few comedies of 2008 in any style or genre that knows what it's doing"".[42] However, Tom Charity of CNN criticized the action for tending ""to blur into a whirlwind of slapstick chaos"" and considered the character of Po too similar to others played by Black.[43] Peter Howell of The Toronto Star awarded the film two and a half stars, considering it to have a ""lack of story"" that ""frequently manages to amuse, if not entirely to delight"".[44]"
Jack Black,"Kung Fu Panda was also well received in China.[45] It made nearly 110 million Yuan by July 2, 2008, becoming the first animated film to earn more than 100 million Yuan in China.[46][47] The Chinese director Lu Chuan commented, ""From a production standpoint, the movie is nearly perfect. Its American creators showed a very sincere attitude about Chinese culture.""[48][49] The film's critical and commercial success in China led to some local introspection about why no film like Kung Fu Panda had been produced in China, with commentators attributing the problem variously to lower film budgets in China, too much government oversight, a dearth of national imagination, and an overly reverent attitude to China's history and cultural icons.[50][51][52]"
Jack Black,"Kung Fu Panda was nominated for the Academy Award for Best Animated Feature[53] and the Golden Globe Award for Best Animated Feature Film,[54] but lost both awards to Pixar's WALL-E. Jack Black joked about the film's underdog status at the 81st Academy Awards, saying ""Each year, I do one DreamWorks project, then I take all the money to the Oscars and bet it on Pixar.""[55]"
Jack Black,"By contrast, Kung Fu Panda won ten Annie Awards (including Best Animated Feature) out of sixteen nominations, which sparked controversy with some accusing DreamWorks head Jeffrey Katzenberg of rigging the vote by buying ASIFA-Hollywood memberships (with voting power) for everyone at DreamWorks Animation.[56]"
Jack Black,"As with most DreamWorks animated movies, composer Hans Zimmer scored Kung Fu Panda. Zimmer visited China to absorb the culture and got to know the Chinese National Symphony as part of his preparation; in addition, Timbaland also contributed to the soundtrack.[72] The soundtrack also includes a partially rewritten version of the classic song, ""Kung Fu Fighting"", performed by Cee-Lo Green and Jack Black for the end credits. Furthermore, in some versions, the ending credit was sung by Rain. Although Zimmer was originally announced as the main composer of the film, during a test screening, CEO of DreamWorks Animation SKG Jeffrey Katzenberg announced that composer John Powell would also be contributing to the score. This marked the first collaboration in eight years for the two, who had previously worked together on DreamWorks' The Road to El Dorado and the action thriller Chill Factor. A soundtrack album was released by Interscope Records on June 3, 2008.[73]"
Jack Black,A manga based on the film was released in Japan in Kerokero Ace magazine's September 2008 issue.[74] It is written by Hanten Okuma and illustrated by Takafumi Adachi.[75]
Jack Black,"A television series titled Kung Fu Panda: Legends of Awesomeness aired on Nickelodeon with its premiere on September 19, 2011.[76] From the cast of Kung Fu Panda, only Lucy Liu and James Hong reprised their roles, of Master Viper and Mr. Ping respectively.[77] In the series, Po continues to defend the Valley of Peace from all kinds of villains, while making mistakes, learning about the history of kung-fu, and meeting other kung-fu masters. In the United States, the series ended its run on June 29, 2016, with a total of three seasons and 80 episodes. However, prior to premiering in the U.S., the final few episodes first premiered in Germany from December 30, 2014, to January 7, 2015."
Jack Black,"Kung Fu Panda: The Paws of Destiny is an animated web-television series produced by DreamWorks Animation released for Amazon Prime on November 16, 2018. It is the second TV series in the Kung Fu Panda franchise following Kung Fu Panda: Legends of Awesomeness. Developer Mitch Watson has confirmed that Mick Wingert will reprise his role from Legends of Awesomeness as Po."
Jack Black,"A third series, also set after Kung Fu Panda 3, titled Kung Fu Panda: The Dragon Knight, premiered on Netflix in July 2022, with Jack Black reprising his role as Po.[78]"
Jack Black,"The television holiday special, titled Kung Fu Panda Holiday, was aired on NBC Wednesday, November 24, 2010.[79]"
Jack Black,"A video game adaptation of the film was published by Activision on June 3, 2008.[80] The game was released for PlayStation 3, Xbox 360, Wii, PlayStation 2, Nintendo DS and PC platforms. The plot follows the same basic plot as the film, but with Tai Lung portrayed as the leader of various gangs that surround the Valley of Peace, which Po, who possesses some basic martial art skills which can be upgraded as the game progresses, must defeat. The game was released on Microsoft Windows, as well as multiple consoles. However the Windows version has been discontinued. The game received mostly positive reviews; it scored a Metacritic rating of 76% from critics[81] and a 7.5 out of 10 from IGN.[82] In 2009, it won the International Animated Film Society's Annie Award for Best Animated Video Game, ""in recognition of creative excellence in the art of animation.""[83]"
Jack Black,"The sequel, Kung Fu Panda 2, was released on May 26, 2011.[84] It was released in 3-D and was directed by Jennifer Yuh Nelson (who directed the 2-D opening sequence of the first film) with the original cast returning. The story features a new villain with a mysterious weapon so powerful it threatens the existence of kung fu, and Po must additionally confront his past."
Jack Black,"A third film, Kung Fu Panda 3, was released on January 29, 2016.[85] Nelson returned to co-direct with Alessandro Carloni,[86] and was produced in co-production with the Chinese-American studio Oriental DreamWorks.[87]"
Jack Black,"A fourth film, Kung Fu Panda 4, is set to be released on March 8, 2024.[88]"
Jack Black,"DreamWorks Animation was sued in 2011 by a writer, Terence Dunn, for allegedly stealing the idea for Kung Fu Panda from him.[89] Dunn alleged that DreamWorks Animation had stolen his pitch for a ""spiritual kung-fu fighting panda bear"" which he sent to a DreamWorks executive in 2001.[89] DreamWorks Animation denied any wrongdoing and after a two-week trial the jurors found in favor of DreamWorks.[89]"
Jack Black,"In 2011, another lawsuit was brought against the studio by an illustrator named Jayme Gordon. Gordon had supposedly created characters under the name ""Kung Fu Panda Power"" and registered them with the U.S. Copyright Office in 2000.[90] He had allegedly pitched this concept work to Disney while Jeffrey Katzenberg, who later left Disney and formed DreamWorks Animation in 1994, was working there. Gordon withdrew his claim just before the trial was due to take place.[91] On December 20, 2015, federal prosecutors charged Gordon with four counts of wire fraud and three counts of perjury for allegedly fabricating and backdating drawings to support the claims in his lawsuit, and for allegedly tracing some of his drawings from a coloring book featuring characters from Disney's The Lion King franchise.[92] On November 18, 2016, Gordon was convicted for wire fraud and perjury, facing a sentence of up to 25 years in prison.[93] In May 2017, he was sentenced to two years in federal prison and ordered to pay $3 million in restitution.[94]"
Jack Black,
